#{"t_start": 1755854826.2525046, "env_id": "None"}
r,l,t
852.428971,4,105.908049
852.430989,4,105.915048
-5656.57474,5,105.92705
411.151417,4,105.93305
-5607.583957,4,105.942438
9901.414012,3,105.947889
-5098.584032,3,105.958406
343.437885,5,105.968405
-5079.856213,3,105.975407
9374.275789,4,105.983188
-5656.578948,5,105.992195
-5079.858214,3,105.997195
-5079.859346,3,106.002195
343.461891,5,106.013195
-5576.721563,3,106.018195
-5147.580502,4,106.025195
392.464361,4,106.035194
343.441708,5,106.043291
392.429335,4,106.051291
343.438131,5,106.059683
9442.00285,3,106.064835
343.434561,5,106.072835
343.427013,5,106.080836
9423.274564,3,106.086835
-5588.849974,4,106.093832
-5607.584403,4,106.100831
9343.436875,5,106.107837
-20656.579663,5,106.116835
-5576.722967,3,106.121833
-5539.855236,3,106.126831
852.43142,4,106.131831
392.425264,4,106.140214
-5625.721901,4,106.147225
423.29439,3,106.152223
343.431112,5,106.163017
-5656.573458,5,106.173017
343.435108,5,106.180016
411.171939,4,106.186017
-5116.722871,3,106.191017
411.157661,4,106.198017
392.423154,4,106.204017
-5116.726342,3,106.210017
9392.41326,4,106.217018
-5588.852557,4,106.224017
-5576.727772,3,106.228017
343.442533,5,106.237017
411.153551,4,106.243023
392.430719,4,106.254025
-5607.580985,4,106.260531
392.427654,4,106.269532
-5098.587678,3,106.274532
-5098.587705,3,106.279531
343.448109,5,106.287543
852.427501,4,106.294539
-5656.579219,5,106.301539
343.441353,5,106.309544
343.430581,5,106.316539
901.422152,3,106.321716
-5079.856686,3,106.326824
343.439491,5,106.334342
-5656.577661,5,106.342654
-5576.725206,3,106.348005
-5576.725515,3,106.354006
-5116.720378,3,106.361501
343.431539,5,106.370499
-5607.577275,4,106.376665
-5656.579519,5,106.385195
-5576.723942,3,106.39325
-5576.726314,3,106.398246
-5098.581138,3,106.402244
-5557.993464,3,106.407648
9411.14501,4,106.413647
343.443098,5,106.421789
-5098.583729,3,106.426787
-5557.995269,3,106.431787
-5539.858597,3,106.437223
-20147.576531,4,106.444231
343.42459,5,106.451229
343.424303,5,106.459648
343.438591,5,106.471132
-5607.584153,4,106.478131
-5079.856425,3,106.483129
9442.00257,3,106.488131
852.426531,4,106.49513
-5588.854003,4,106.503134
392.422265,4,106.511593
-5539.856472,3,106.516006
343.427609,5,106.523178
-5588.849221,4,106.530178
-5147.582938,4,106.536178
343.431054,5,106.545185
-5098.589181,3,106.550182
343.424669,5,106.558698
852.434999,4,106.564697
-5607.581717,4,106.570699
883.281918,3,106.578848
9852.418461,4,106.585848
374.34055,4,106.592096
-5557.998192,3,106.597097
343.430609,5,106.605098
-20656.575387,5,106.613485
-5079.853668,3,106.618485
852.426472,4,106.625648
392.420788,4,106.632653
9392.418658,4,106.64094
-5607.581871,4,106.646938
-5576.727656,3,106.651938
-5656.571714,5,106.660208
-5079.85287,3,106.665205
-5625.715945,4,106.671204
920.157312,3,106.675204
343.446081,5,106.686204
392.423699,4,106.693204
-5098.588556,3,106.698204
-5147.580199,4,106.704205
-5098.589819,3,106.709203
-5656.576214,5,106.717204
883.281328,3,106.722204
-5147.584722,4,106.729204
-5147.580432,4,106.735204
-5098.583505,3,106.740204
343.430904,5,106.748208
-20656.561902,5,106.75823
-20098.577843,3,106.763229
343.453109,5,106.771667
-5079.855005,3,106.776665
-20576.721417,3,106.781948
-5625.718263,4,106.788944
343.443443,5,106.800943
343.428574,5,106.811281
-5079.857412,3,106.816682
9901.418515,3,106.82168
-5656.576435,5,106.830679
-5588.852232,4,106.837679
343.432902,5,106.846804
9343.412442,5,106.860322
-20656.560719,5,106.870321
9920.14788,3,106.877543
9343.420891,5,106.886411
-5607.58156,4,106.893482
-20656.564073,5,106.902481
883.278923,3,106.914078
9392.413506,4,106.923071
-5656.571087,5,106.932071
-5116.721278,3,106.937073
9374.279407,4,106.944076
343.435001,5,106.953075
-5557.995736,3,106.958583
343.43251,5,106.96778
343.432154,5,106.975919
-5098.587156,3,106.980918
343.426929,5,106.98805
-5557.995828,3,106.993045
-5656.580771,5,107.001416
9343.41951,5,107.00942
-5079.851903,3,107.01842
-5079.84901,3,107.022931
374.282736,4,107.028931
-5098.585326,3,107.035606
9920.14114,3,107.040603
-5607.58534,4,107.047613
-5098.586803,3,107.052109
-5607.583275,4,107.061664
-20656.559964,5,107.070368
-5607.582943,4,107.077378
-5656.572134,5,107.085378
-20607.576975,4,107.092195
-5147.58351,4,107.099418
9423.276281,3,107.104567
9901.413179,3,107.10857
9343.414549,5,107.117579
-5656.577115,5,107.127687
-5656.58175,5,107.137165
-5079.858406,3,107.142248
-5539.856945,3,107.147246
374.282822,4,107.153247
-5098.587239,3,107.158768
392.432559,4,107.165871
-20607.555801,4,107.173898
852.426072,4,107.181897
-5557.996225,3,107.188109
-5588.848268,4,107.195112
9343.428079,5,107.203112
343.434983,5,107.211438
343.429498,5,107.220583
-5116.725607,3,107.225611
9460.14267,3,107.233606
-5588.855345,4,107.240606
343.436822,5,107.248609
9411.148738,4,107.255609
-5539.85678,3,107.260116
-5625.725891,4,107.267117
-5116.723248,3,107.273116
-5576.726028,3,107.279117
343.432623,5,107.285116
9343.42111,5,107.293116
-5098.589192,3,107.29712
9411.145913,4,107.30412
-5656.575857,5,107.312119
852.435257,4,107.31912
-5576.727684,3,107.324119
-5079.855435,3,107.329117
-5098.583569,3,107.333484
-5656.575085,5,107.34449
9883.277159,3,107.349489
-5656.572765,5,107.359005
-5116.722495,3,107.363006
-5116.724135,3,107.368005
9423.274615,3,107.373006
9423.272288,3,107.378006
9392.421139,4,107.385005
343.430111,5,107.393003
-5079.850257,3,107.398003
-5576.721833,3,107.404408
343.433725,5,107.413812
9411.147597,4,107.419812
-5588.849434,4,107.426812
920.156085,3,107.431812
852.419667,4,107.439494
9852.412819,4,107.446577
-5098.589436,3,107.454576
-5098.585598,3,107.459082
9901.414,3,107.46417
901.422152,3,107.468478
9920.144277,3,107.473599
-5656.574576,5,107.482601
-5557.991731,3,107.487599
852.422636,4,107.494602
-5656.579415,5,107.504601
-5116.72635,3,107.508599
374.286282,4,107.515598
411.15131,4,107.521598
-5098.58693,3,107.526864
-5539.858468,3,107.531865
374.285391,4,107.538359
-5116.719895,3,107.543363
-5576.725601,3,107.548508
-5557.99141,3,107.553509
-20588.843315,4,107.563579
-5576.727853,3,107.568578
-5656.575039,5,107.576703
9392.418183,4,107.583703
883.278111,3,107.588703
-5116.725728,3,107.593704
-5656.568158,5,107.600703
343.589264,5,107.610849
-5656.572459,5,107.619845
9460.143095,3,107.624846
343.434671,5,107.631846
392.423919,4,107.637846
392.422453,4,107.644849
-5656.584002,5,107.652849
9374.280131,4,107.659356
-5079.853285,3,107.664357
-5557.998282,3,107.672358
-5656.579597,5,107.680529
392.4217,4,107.686829
852.431538,4,107.693828
-5576.726744,3,107.697829
-5656.574942,5,107.706828
343.4296,5,107.714829
411.159414,4,107.725832
9460.141622,3,107.733832
-5116.722581,3,107.739833
-5147.582415,4,107.749839
-5625.719799,4,107.756786
883.283975,3,107.761788
-20607.571697,4,107.768742
-5576.723332,3,107.773934
-5656.580974,5,107.790094
9343.424482,5,107.800092
9343.410973,5,107.808094
-5557.998899,3,107.813092
-5576.724361,3,107.818091
9392.416005,4,107.824092
9920.1463,3,107.829092
-20656.5698,5,107.838092
-5607.579154,4,107.845098
-5576.726908,3,107.850097
-20607.032423,4,107.856613
-20147.575134,4,107.862613
374.287449,4,107.870309
343.440043,5,107.878317
343.430629,5,107.889466
-20656.564703,5,107.898811
-5656.578037,5,107.906892
343.441221,5,107.914891
392.43644,4,107.921891
-5656.574771,5,107.931891
9883.273256,3,107.935892
343.434159,5,107.943434
9343.419795,5,107.951436
343.489921,5,107.958943
343.431006,5,107.968942
920.153939,3,107.973942
343.438917,5,107.981942
-5656.576713,5,107.989942
9852.414164,4,107.997329
343.431987,5,108.006329
343.455928,5,108.014203
374.284757,4,108.021203
-5557.995591,3,108.026203
-5098.579899,3,108.031202
883.27953,3,108.038205
343.43448,5,108.047407
343.423549,5,108.054925
343.422109,5,108.063248
9343.423106,5,108.071605
-5557.997142,3,108.07662
343.448847,5,108.084619
343.437507,5,108.092943
9343.418495,5,108.100959
343.424602,5,108.113059
343.424574,5,108.121596
-5079.849153,3,108.127144
343.430478,5,108.135145
411.161348,4,108.142155
411.158432,4,108.148153
-20588.847063,4,108.155658
9852.412184,4,108.164663
-5147.580679,4,108.170955
-5656.576163,5,108.178966
852.430983,4,108.186198
-5656.583258,5,108.194213
-5098.584204,3,108.199212
-5079.844271,3,108.204212
852.432397,4,108.211212
-5116.727211,3,108.220212
9852.419702,4,108.226673
-5576.725592,3,108.232435
852.439108,4,108.237437
-5116.723811,3,108.242441
-5588.850928,4,108.248438
-5656.572922,5,108.256951
852.449606,4,108.26295
-5116.727879,3,108.26795
343.44187,5,108.275952
-5656.571097,5,108.283951
-5098.585013,3,108.288952
343.425262,5,108.297193
-5147.576615,4,110.881484
-5656.581928,5,110.891248
852.427615,4,110.897247
-5116.723193,3,110.902283
343.43439,5,110.910393
411.164663,4,110.916391
9901.412794,3,110.921391
343.439534,5,110.929399
343.476487,5,110.937403
374.319321,4,110.944404
-5098.5841,3,110.951404
9411.152003,4,110.95791
343.435995,5,110.96591
9343.411066,5,110.97491
-5656.568776,5,110.98291
9343.43564,5,110.99091
374.282268,4,110.99891
9920.144368,3,111.00491
-20656.568847,5,111.01591
852.433558,4,111.02291
852.43717,4,111.029912
343.457081,5,111.03842
9883.274929,3,111.043779
-5656.575779,5,111.052781
-5588.85604,4,111.064056
-5656.579756,5,111.072163
-5539.859516,3,111.078256
-5656.578717,5,111.087284
852.425274,4,111.094362
392.422359,4,111.101615
-5098.589601,3,111.106615
9460.14273,3,111.111615
343.441227,5,111.120618
-20656.568644,5,111.129113
374.30164,4,111.139114
9392.413802,4,111.145123
392.423132,4,111.152124
-5625.722083,4,111.159111
374.290061,4,111.166111
374.28783,4,111.176115
-5625.722206,4,111.183115
-5656.577158,5,111.192515
374.28804,4,111.198515
-20656.569899,5,111.207658
9343.427638,5,111.215908
-20656.559488,5,111.224907
-5656.582425,5,111.23491
392.42645,4,111.242227
-20656.569348,5,111.25124
-5557.997938,3,111.255391
-5147.581023,4,111.261912
343.42623,5,111.26991
411.18305,4,111.28007
-5539.854011,3,111.286252
-5656.570411,5,111.296104
374.317862,4,111.303111
-5656.571798,5,111.31211
-5147.576104,4,111.319109
9852.415413,4,111.32525
-5656.581374,5,111.334263
-5607.581701,4,111.34154
343.454023,5,111.350554
-5116.726578,3,111.355716
852.425782,4,111.363752
343.427223,5,111.372129
9852.418568,4,111.379129
920.153773,3,111.383137
-5147.58101,4,111.393625
-5557.995962,3,111.399629
-5607.579471,4,111.407371
-5588.850253,4,111.414367
9374.279798,4,111.421148
-5557.995463,3,111.427148
-5607.584509,4,111.434148
343.455446,5,111.44242
343.434943,5,111.450419
-5576.725688,3,111.45543
-5539.857782,3,111.460939
9423.273672,3,111.467941
-5656.568059,5,111.475425
392.438549,4,111.482632
-5539.857265,3,111.487634
9901.412514,3,111.496632
-5147.579027,4,111.502632
9374.276597,4,111.510631
343.450427,5,111.519632
883.280669,3,111.524636
-5557.990973,3,111.529632
-5098.588008,3,111.535644
-5656.572967,5,111.543901
-5588.851588,4,111.550901
-5656.575126,5,111.558999
-5656.572619,5,111.567001
-5098.585386,3,111.57241
-20656.570378,5,111.58184
343.427952,5,111.59184
460.159801,3,111.59684
852.435076,4,111.60584
-5147.581965,4,111.612841
343.45697,5,111.62284
852.429319,4,111.629841
9423.278811,3,111.63584
343.427362,5,111.643844
343.431892,5,111.652936
-5116.727091,3,111.658444
-5147.581174,4,111.665444
-5116.72511,3,111.670444
374.290003,4,111.677444
-20656.57151,5,111.690444
-5656.579515,5,111.701448
343.427998,5,111.710986
-5079.855711,3,111.723126
374.283706,4,111.732118
343.452196,5,111.741221
-20656.558615,5,111.748225
-20147.575134,4,111.755596
-20656.562062,5,111.762104
-5147.577766,4,111.768103
-20656.552413,5,111.776133
9901.419345,3,111.781131
343.427219,5,111.790292
-5098.586618,3,111.795593
-5656.57827,5,111.804054
9392.41558,4,111.811053
343.452773,5,111.820053
-5607.579786,4,111.830053
-20625.717937,4,111.837053
-5656.580359,5,111.846056
9343.42484,5,111.855056
343.431152,5,111.863564
-5588.846652,4,111.872565
883.296375,3,111.877564
-5576.72485,3,111.882564
411.158133,4,111.889043
-5557.993517,3,111.894042
-5557.996617,3,111.900043
-20656.552435,5,111.908042
883.279554,3,111.914042
-5656.576485,5,111.923042
-5656.572659,5,111.931042
343.437882,5,111.942044
-5098.588501,3,111.947057
-5625.722281,4,111.954054
343.436335,5,111.965568
9423.270046,3,111.972032
-5607.579782,4,111.979081
-20656.557832,5,111.987079
-5625.723324,4,111.993816
852.423792,4,112.000817
852.449494,4,112.006824
-5557.998276,3,112.012827
9442.002977,3,112.017323
9411.147101,4,112.022324
9852.418231,4,112.028327
-5656.571015,5,112.036324
-5539.858261,3,112.041326
343.436081,5,112.0538
343.428748,5,112.061729
343.442824,5,112.069852
9852.423745,4,112.076852
343.431463,5,112.085854
-5656.578009,5,112.095851
-20588.845884,4,112.101851
-20656.555268,5,112.110003
-5607.580196,4,112.117152
9852.418658,4,112.123434
-5656.580666,5,112.130758
9343.422098,5,112.138893
343.434865,5,112.147906
852.445879,4,112.15761
9901.412608,3,112.162622
9852.42288,4,112.171005
-5625.71625,4,112.177016
343.430255,5,112.186013
-20147.570637,4,112.192492
9392.421338,4,112.199493
9343.421565,5,112.211492
9883.273073,3,112.216493
374.281829,4,112.223493
9343.426394,5,112.232493
-5576.722282,3,112.237493
9411.152208,4,112.244496
343.48588,5,112.253496
-5147.579149,4,112.260004
-5588.853928,4,112.270005
9343.423597,5,112.278517
411.162589,4,112.284513
9920.141524,3,112.289513
-5098.587313,3,112.293514
374.304479,4,112.300514
-5557.992592,3,112.305513
-5576.723148,3,112.311513
852.422694,4,112.317513
-5098.582983,3,112.322515
-5607.585237,4,112.329513
-5557.992209,3,112.338513
-5656.578356,5,112.346518
343.424524,5,112.354518
343.429614,5,112.363029
-5656.574749,5,112.374029
-20656.554351,5,112.383029
-5079.854552,3,112.38903
-5539.85719,3,112.394028
374.288654,4,112.401031
423.284886,3,112.406029
9392.412214,4,112.413029
-5576.725719,3,112.418029
-5656.576664,5,112.429029
-20147.572933,4,112.441031
9423.278145,3,112.447037
-5098.588791,3,112.454037
-5098.58758,3,112.460556
343.439941,5,112.470433
-5656.581253,5,112.478431
343.425806,5,112.493392
9411.146227,4,112.502794
-20656.554714,5,112.511793
-5147.58048,4,112.518938
-5098.583756,3,112.523934
-5079.85519,3,112.529935
-5656.577085,5,112.537934
-5576.728172,3,112.543938
-5116.72676,3,112.547938
852.426522,4,112.554941
-5656.572286,5,112.562999
-5576.726251,3,112.575023
-5656.576822,5,112.583022
343.435116,5,112.594025
-5576.727557,3,112.600027
343.425395,5,112.608023
-5116.724926,3,112.613023
343.433331,5,112.621022
-5607.579563,4,112.628023
-5576.727262,3,112.633023
-5539.853648,3,112.638023
-5539.852639,3,112.644026
-20607.576048,4,112.652026
-5147.581541,4,112.660648
374.283981,4,112.667647
-5656.579728,5,112.676142
-5557.996319,3,112.681142
-20656.547643,5,112.690142
-5588.850714,4,112.697141
-5079.859256,3,112.706141
-5147.581588,4,112.712143
-5607.58337,4,112.719142
9392.418513,4,112.726754
343.427391,5,112.734882
343.431047,5,112.744085
-5147.582178,4,112.751205
-5656.574776,5,112.761129
-20147.572831,4,112.768887
-5539.858284,3,112.774073
343.422348,5,112.78235
343.438884,5,112.791403
-5656.581223,5,112.801404
343.43496,5,112.808953
343.430214,5,112.821409
852.42642,4,112.82752
-5147.580485,4,112.833518
-5625.715893,4,112.838517
343.436784,5,112.84571
-5588.856615,4,112.85171
-5147.580668,4,112.858838
-5656.573562,5,112.867046
-5656.573851,5,112.875046
374.299687,4,112.881047
9343.425513,5,112.889047
343.425909,5,112.897047
-5539.849666,3,112.902046
-5576.725319,3,112.906725
-5656.577616,5,112.914805
-5607.581746,4,112.924866
9460.144763,3,112.928865
852.425795,4,112.934866
343.435697,5,112.945182
-5588.853621,4,112.953182
343.443819,5,112.961689
-5656.577641,5,112.970835
-5656.575233,5,112.978835
392.42379,4,112.985835
343.424976,5,112.994221
343.448035,5,113.002221
9343.426542,5,113.010221
-5147.580438,4,113.01671
9343.429153,5,113.025745
392.460925,4,113.035745
-5607.580139,4,113.04296
9460.143495,3,113.04833
-5079.855463,3,113.054495
411.152079,4,113.061004
852.424838,4,113.069004
-20656.558285,5,113.077004
901.431751,3,113.083004
-5079.852847,3,113.088004
-5098.580215,3,113.093004
-5656.581956,5,113.101004
-5656.579585,5,113.109004
852.438232,4,113.116004
9343.419775,5,113.124154
-5116.725018,3,113.130314
343.43202,5,113.142754
-5607.574553,4,113.151236
411.155833,4,113.158791
343.430045,5,113.167198
-20656.559839,5,113.176611
9460.140987,3,113.181743
-5656.576989,5,113.190376
343.46212,5,113.198777
-5625.722696,4,113.205922
-5656.572741,5,113.214925
343.453847,5,113.222921
-5607.581606,4,113.229921
920.14897,3,113.236928
-5656.566488,5,113.248929
-20079.849251,3,113.253929
343.431036,5,113.262438
343.443111,5,113.270438
-5098.582811,3,113.276436
-5079.853676,3,113.281929
9442.002443,3,113.286926
-5147.585815,4,113.292922
343.428534,5,113.300922
-5656.58101,5,113.307929
343.446543,5,113.317086
-5147.584679,4,113.32322
9883.272886,3,113.328218
-5656.572038,5,113.335218
343.42981,5,113.34319
-5625.722083,4,113.350194
-5656.583733,5,113.361142
411.18071,4,113.36814
883.286256,3,113.373653
392.42119,4,113.380652
-20625.716187,4,113.394655
-5079.856897,3,113.401653
-5557.996016,3,113.408654
852.429498,4,113.416212
-5625.717506,4,113.423223
9343.421235,5,113.432221
9392.427713,4,113.438443
920.151638,3,113.445456
343.433398,5,113.456675
-5588.855098,4,113.463768
-5625.720906,4,113.473561
9423.279276,3,113.47956
343.454084,5,113.486987
343.423817,5,113.496595
343.42718,5,113.504591
-5539.855959,3,113.510598
-5557.998224,3,113.5156
-5656.572868,5,113.523599
-5557.994109,3,113.528602
-5539.849738,3,113.535294
883.279019,3,113.540299
9901.412608,3,113.546306
9343.420687,5,113.554308
-5557.998334,3,113.559821
9423.271624,3,113.564925
9411.147407,4,113.571102
-5098.588253,3,113.580104
-5607.586626,4,113.587102
901.42034,3,113.591101
9901.418132,3,113.597105
9423.274324,3,113.604609
-5656.577427,5,113.612607
9442.00228,3,113.617606
-5656.567916,5,113.625612
883.297235,3,113.630632
-5607.580978,4,113.637632
852.427607,4,113.643839
-20656.563471,5,113.651848
-5116.725203,3,113.657846
-20656.564334,5,113.665971
9374.275043,4,113.67252
343.449751,5,113.680521
-5098.585972,3,113.689572
-5098.587506,3,113.693711
-5079.857569,3,113.697711
-5079.858483,3,113.702711
-5588.852771,4,113.709212
-5588.852206,4,113.714211
9343.421899,5,113.725488
-5625.724574,4,113.73249
-5557.998363,3,113.738137
-5147.581114,4,113.744168
-5147.582114,4,113.751167
-5098.587318,3,113.756346
-5576.724832,3,113.761868
-5539.857975,3,113.768371
-5656.573077,5,113.77839
375.277292,4,113.785391
852.423945,4,113.792803
-5098.585634,3,113.800803
-5576.723315,3,113.805803
-5656.574157,5,113.814805
-5607.577529,4,113.821335
-5079.856923,3,113.827348
-20588.850172,4,113.836357
-20588.842101,4,113.844581
9343.422701,5,113.852602
-5079.857932,3,113.857822
-5147.58211,4,113.86533
343.424304,5,113.874331
343.433759,5,113.882331
9343.419887,5,113.890331
411.151451,4,113.89533
-5079.857149,3,113.899331
9852.415514,4,113.909398
-5079.856099,3,113.914397
-5588.852687,4,113.921893
-5557.994158,3,113.933705
852.445333,4,113.943849
-5079.856288,3,113.948851
-5557.99662,3,113.953852
-5116.722488,3,113.960359
343.429116,5,113.968359
-5098.585851,3,113.973369
9883.273604,3,113.97937
-5147.579793,4,113.984507
852.421312,4,113.991519
423.283237,3,113.996517
374.284728,4,114.004518
392.426918,4,114.014522
9374.277685,4,114.021523
-5079.8547,3,114.026522
-20656.567843,5,114.035522
-5656.574819,5,114.046169
852.425665,4,114.053442
-5588.854845,4,114.061115
-5116.727279,3,114.066449
9852.418965,4,114.073174
-5557.995727,3,114.078174
-5539.855798,3,114.083174
-5607.58374,4,114.090174
-5656.581507,5,114.098527
-5607.577185,4,114.105808
-5656.579882,5,114.113819
901.423764,3,114.118819
-5588.852715,4,114.128938
343.431524,5,114.137936
374.282828,4,114.144946
411.150415,4,114.151946
852.43259,4,114.159906
-5656.573044,5,114.1689
-5588.853875,4,114.175901
343.442488,5,114.183903
9392.420054,4,114.19102
9460.143726,3,114.197014
411.152575,4,114.203951
-5656.568689,5,114.212816
-5079.859481,3,114.219193
343.429254,5,114.237365
343.443555,5,114.24937
-20656.56597,5,114.257451
343.434051,5,114.265962
343.44601,5,114.273962
-5588.850382,4,114.283046
-5656.580034,5,114.295399
411.165723,4,114.302399
-5098.581872,3,114.3074
343.426652,5,114.315397
-5625.722263,4,114.322398
460.147324,3,114.327403
343.433156,5,114.336267
-5656.578407,5,114.347865
343.443728,5,114.35597
-5576.720699,3,114.36149
-5116.726184,3,114.366493
343.439489,5,114.375079
-5539.856383,3,114.380438
-20656.568761,5,114.388438
374.287825,4,114.395449
-5656.570366,5,114.404448
-5557.997196,3,114.409448
-5607.58348,4,114.415448
-5656.575951,5,114.423448
343.439245,5,114.434466
-5098.585569,3,114.439607
-20656.547354,5,114.44761
-5607.582967,4,114.457757
343.507514,5,114.466266
9343.422698,5,114.474263
-5656.579575,5,114.483268
-20656.557813,5,114.492263
-5656.584761,5,114.500264
-5147.580345,4,114.507264
343.445185,5,114.514264
9883.273115,3,114.519264
-5147.57794,4,114.526264
392.427255,4,114.532264
-5607.578599,4,114.538264
-20656.564415,5,114.54627
-5588.850468,4,114.55327
-5625.723056,4,114.564781
343.429969,5,114.57378
343.444306,5,114.581781
-20656.561865,5,114.589779
-5098.583076,3,114.59478
883.279563,3,114.59978
343.434941,5,117.159666
-5656.574002,5,117.169178
9343.418473,5,117.179363
343.432567,5,117.187361
9343.417384,5,117.198363
-5116.724573,3,117.203361
-5116.723141,3,117.209363
-5147.579794,4,117.216362
9411.152173,4,117.222568
9901.412703,3,117.227593
-20656.573114,5,117.235593
852.42461,4,117.243809
-5147.585632,4,117.250816
-5116.724617,3,117.256147
9920.146195,3,117.262168
423.283398,3,117.267218
343.427705,5,117.277663
343.429209,5,117.28568
343.445983,5,117.294682
-5588.854084,4,117.303797
-5576.722591,3,117.308807
-20607.560908,4,117.31541
883.280192,3,117.319429
392.426985,4,117.325903
9392.419776,4,117.332028
-20116.716128,3,117.337176
9883.277052,3,117.342187
343.428872,5,117.350189
-5625.718659,4,117.357189
343.445933,5,117.372711
374.289614,4,117.381712
-20607.57927,4,117.388827
343.469947,5,117.397706
-5656.575029,5,117.405715
-5539.856811,3,117.415099
-5539.851068,3,117.420099
-5576.725725,3,117.425098
-20656.549276,5,117.437096
-5625.719935,4,117.445096
411.156263,4,117.4521
-20098.578637,3,117.457259
-5116.724763,3,117.46289
343.431311,5,117.469894
9343.430873,5,117.479059
343.433122,5,117.488058
-5539.857772,3,117.493058
9374.274074,4,117.500058
374.301348,4,117.507058
343.442031,5,117.515058
-5576.726482,3,117.524058
-5625.719752,4,117.531058
9920.145769,3,117.536094
-5607.578282,4,117.542565
343.47326,5,117.550878
-5656.585373,5,117.559
343.431859,5,117.56664
-5656.577496,5,117.574755
-5607.582472,4,117.580757
-5557.993552,3,117.585949
-5116.724679,3,117.591053
9460.144568,3,117.596053
852.427876,4,117.602054
-5098.588179,3,117.608057
343.438392,5,117.617056
343.439352,5,117.628053
392.425638,4,117.63512
-5607.583542,4,117.64212
343.442863,5,117.651123
-5656.58075,5,117.659785
852.425954,4,117.667306
920.150886,3,117.672307
411.150284,4,117.679307
392.467098,4,117.686306
-5656.576922,5,117.694417
9411.141305,4,117.701416
-5147.580929,4,117.708416
392.449652,4,117.716424
-5539.853372,3,117.723713
343.482472,5,117.731713
-5588.851877,4,117.74217
-5656.583333,5,117.750192
9883.273554,3,117.755528
901.423408,3,117.760527
343.437613,5,117.768035
-5576.729939,3,117.772035
374.299894,4,117.779035
392.427747,4,117.784034
-5539.856164,3,117.789036
-20147.577349,4,117.796035
-5656.573128,5,117.804035
9442.002953,3,117.809035
9411.151099,4,117.815418
9374.2794,4,117.824727
411.152335,4,117.831201
411.155055,4,117.8392
343.434151,5,117.85048
343.439285,5,117.85951
-5656.58128,5,117.867704
-5656.574267,5,117.875844
9343.419233,5,117.884028
343.438516,5,117.892137
9374.295467,4,117.898139
-5656.575516,5,117.906337
-5588.853409,4,117.912639
-5656.574399,5,117.920641
9343.433762,5,117.929208
852.442978,4,117.936208
920.155823,3,117.943203
-5098.58406,3,117.948202
-5607.580514,4,117.958371
-5079.857328,3,117.962406
343.445377,5,117.970926
343.426938,5,117.980926
343.436033,5,117.988926
-5607.580768,4,117.995926
343.429867,5,118.004926
343.432703,5,118.013926
-5147.581461,4,118.020491
852.420272,4,118.033511
374.290198,4,118.041056
343.427811,5,118.049752
-5656.572603,5,118.057751
-20656.562552,5,118.070257
392.430432,4,118.077252
343.433194,5,118.086251
-20656.571005,5,118.093787
883.28106,3,118.09879
-5557.995857,3,118.103787
374.292644,4,118.1105
-5607.57622,4,118.117509
343.442968,5,118.126511
-20625.71033,4,118.134511
9411.147527,4,118.141658
9852.419846,4,118.148664
-5576.727342,3,118.153907
374.281007,4,118.160395
-5607.579179,4,118.166899
-5607.588721,4,118.1769
343.439803,5,118.185899
852.430682,4,118.193899
-5607.581841,4,118.1989
852.426214,4,118.2049
-5116.720324,3,118.210899
392.426749,4,118.216899
343.440027,5,118.2259
-5656.573738,5,118.233899
9411.151473,4,118.244461
343.434153,5,118.252471
9460.143395,3,118.257616
-5557.999318,3,118.262616
9343.411049,5,118.271124
411.155024,4,118.278124
343.433364,5,118.289653
-5539.853291,3,118.294878
374.28747,4,118.300878
-5539.850934,3,118.306883
-5576.725773,3,118.311878
-5607.578676,4,118.318878
343.427036,5,118.327162
-5656.56252,5,118.341378
-5116.728921,3,118.348376
852.429181,4,118.355572
343.441361,5,118.365591
343.429782,5,118.37359
9343.429291,5,118.38259
-5116.725742,3,118.387593
-5607.580792,4,118.401361
-5656.578567,5,118.410359
-5576.725014,3,118.415358
343.437267,5,118.423358
-5557.996701,3,118.428358
-5656.578866,5,118.437358
460.157412,3,118.443357
-5656.575193,5,118.451361
-5588.851619,4,118.457361
-5588.854575,4,118.464361
-5607.583141,4,118.471076
883.279308,3,118.476074
-5147.581303,4,118.483258
-5557.997876,3,118.48826
-5539.85645,3,118.493263
-20625.720231,4,118.502693
343.468601,5,118.511697
-5539.852375,3,118.516695
9392.413679,4,118.523161
852.436645,4,118.530159
-20656.56117,5,118.541158
-5656.579431,5,118.55016
-5098.579149,3,118.555317
-5576.725286,3,118.560317
-5656.574597,5,118.568525
-5116.724775,3,118.573657
9852.419143,4,118.580657
9411.143439,4,118.587659
343.427174,5,118.59666
9920.141996,3,118.60166
9423.273814,3,118.60666
343.427457,5,118.617656
343.424652,5,118.626547
-5079.854579,3,118.630556
-5576.727401,3,118.634556
392.421451,4,118.643291
-5557.992295,3,118.649288
-5588.852294,4,118.656609
-5147.579841,4,118.662621
392.43087,4,118.669766
-5576.725283,3,118.674902
-5607.582501,4,118.681902
-5607.587389,4,118.689046
343.45038,5,118.697045
-5656.575428,5,118.70504
343.449546,5,118.714039
-5079.855918,3,118.723039
343.456439,5,118.731039
343.448874,5,118.739538
-5588.851788,4,118.745538
9392.416427,4,118.753704
-5116.72505,3,118.759759
343.465603,5,118.767915
