#{"t_start": 1755854826.2525046, "env_id": "None"}
r,l,t
-5625.72356,4,53.78237
852.421965,4,53.789373
392.423609,4,53.795371
343.474498,5,53.803374
-5147.581885,4,53.812886
374.297948,4,53.817898
411.151848,4,53.824895
-5656.571044,5,53.831892
-5116.723284,3,53.835894
-5576.725479,3,53.841054
-5116.724038,3,53.84616
-5656.576896,5,53.85416
392.423743,4,53.860687
-5147.580416,4,53.867689
343.438292,5,53.875691
-5656.574429,5,53.883702
343.439641,5,53.890703
-5576.725712,3,53.897259
-5539.8562,3,53.901263
-5539.85512,3,53.906265
-5576.729028,3,53.911438
343.477824,5,53.921946
-5557.997671,3,53.927109
392.422325,4,53.933108
-5098.583531,3,53.937108
343.423557,5,53.944888
-5588.852806,4,53.960138
392.424485,4,53.966299
343.434676,5,53.974308
852.429495,4,53.980677
-5656.568558,5,53.988677
-5557.997377,3,53.993975
-5588.856372,4,53.999987
-5539.8584,3,54.004987
-5607.582669,4,54.011468
-5607.582477,4,54.017977
-20656.560984,5,54.029216
-5656.58088,5,54.037216
343.437787,5,54.045343
-5098.582839,3,54.050343
343.432024,5,54.058452
9343.421839,5,54.066451
374.285804,4,54.073452
9392.419616,4,54.079452
343.450532,5,54.087452
9343.426237,5,54.095663
-20656.577554,5,54.1038
392.426279,4,54.109931
-5116.725708,3,54.115445
852.427407,4,54.121644
-5656.584956,5,54.129745
9920.144012,3,54.138031
-5576.726237,3,54.143144
-20588.847196,4,54.149142
9423.278349,3,54.154142
411.152841,4,54.160784
852.433436,4,56.585967
-20656.556215,5,56.593966
-5539.857465,3,56.598966
-5098.585613,3,56.603969
392.424295,4,56.60997
-5625.727712,4,56.616999
343.44961,5,56.624446
392.4234,4,56.630454
-5098.587165,3,56.634454
-5576.726469,3,56.638453
-5607.584795,4,56.644595
883.277713,3,56.649598
-5539.85779,3,56.657601
9442.004833,3,56.662872
-5625.714128,4,56.668393
-5147.585528,4,56.683797
-20588.846242,4,56.689797
343.430398,5,56.698796
-5625.720722,4,56.704803
-5656.574967,5,56.711805
-5098.580099,3,56.716397
-5656.578274,5,56.725175
374.295918,4,56.731869
9392.417534,4,56.737869
-5588.852446,4,56.745077
9374.280733,4,56.751077
-5588.855528,4,56.758082
9423.274564,3,56.766526
392.424978,4,56.773523
-5656.583916,5,56.780523
343.440936,5,56.788523
-5576.72204,3,56.793525
-5576.722087,3,56.798706
-5098.585296,3,56.802709
-5656.576281,5,56.810709
-5079.856124,3,56.816216
343.457462,5,56.823216
9460.14326,3,56.829217
-5656.572918,5,56.837217
343.433346,5,56.846217
392.427802,4,56.852217
9392.415419,4,56.859218
9392.419205,4,56.865226
343.433265,5,56.875865
-5656.577469,5,56.883873
343.427552,5,56.891547
-5625.724554,4,56.898571
-20656.562809,5,56.906574
-5656.572871,5,56.913574
-5116.722889,3,56.918083
-5539.85587,3,56.922173
-5147.58102,4,56.929169
9343.427711,5,56.937169
343.431733,5,56.945169
-5147.582378,4,56.951169
-5588.847974,4,56.957306
-5656.578329,5,56.96547
-5098.579295,3,56.969809
-5557.995751,3,56.974972
9460.142006,3,56.98043
-5625.712129,4,56.98967
-5656.56712,5,56.998684
852.427791,4,57.004687
9460.144646,3,57.009829
-5098.588295,3,57.015035
343.444804,5,57.022043
343.425513,5,57.029054
883.280394,3,57.034446
920.157101,3,57.039449
-5576.722381,3,57.043973
9392.421782,4,57.050344
-5576.727843,3,57.055345
9343.427848,5,57.063484
-20588.849572,4,57.070482
343.44111,5,57.078634
343.440496,5,57.086634
-5576.726445,3,57.093989
-5116.720633,3,57.098988
-5656.573315,5,57.107208
-20656.560053,5,57.11571
9343.43097,5,57.123715
-20656.565717,5,57.132763
-20588.843718,4,57.139763
-20588.844581,4,57.146807
9343.428593,5,57.154809
-5539.85539,3,57.159806
343.435729,5,57.168806
9901.414216,3,57.172806
9374.280795,4,57.180806
-20116.719849,3,57.185806
9374.275475,4,57.19333
-5147.586016,4,57.199382
852.422452,4,57.209256
9343.415413,5,57.21677
9883.280313,3,57.220769
9460.1447,3,57.225771
-5607.582655,4,57.231769
-5656.579885,5,57.237769
-20607.578333,4,57.245768
411.152085,4,57.251766
-20656.555769,5,57.259363
-5656.578772,5,57.267362
920.17538,3,57.271362
343.437704,5,57.280362
920.154914,3,57.285361
-5539.857878,3,57.289483
9343.415135,5,57.298493
-5656.576235,5,57.305499
343.47072,5,57.318008
9411.148898,4,57.324012
-5607.584681,4,57.331007
-20656.551473,5,57.339006
-5576.729997,3,57.344239
852.424359,4,57.351239
-5557.99498,3,57.35624
-5656.581131,5,57.364338
-5625.716607,4,57.369338
343.474197,5,57.376988
343.449912,5,57.385221
343.510466,5,57.393578
343.452516,5,57.401577
852.433867,4,57.408694
-5147.583034,4,57.414689
343.424359,5,57.426227
-5116.722446,3,57.431225
9852.420757,4,57.436494
392.42706,4,57.44174
411.16754,4,57.44874
343.453479,5,57.45574
9901.414215,3,57.46074
-5098.583881,3,57.46574
-5079.85868,3,57.46974
343.433573,5,57.47674
343.43449,5,57.48374
343.461036,5,57.49174
-5607.581483,4,57.49874
-5098.588448,3,57.502743
9411.147909,4,57.509743
-5576.726544,3,57.514747
343.448248,5,57.522257
-5079.858913,3,57.527257
374.290541,4,57.536255
-5588.852489,4,57.543562
9901.410221,3,57.547905
-5079.852498,3,57.552906
-5656.582175,5,57.561378
343.463126,5,57.568376
-5116.723312,3,57.573886
883.279205,3,57.578882
852.428559,4,57.58588
343.439208,5,57.594466
343.43314,5,57.600465
-5656.580259,5,57.609472
-20116.709098,3,57.614468
-5557.996796,3,57.618975
9392.410073,4,57.625975
-5656.583495,5,57.633975
-5576.723387,3,57.640978
343.431335,5,57.650193
9343.427307,5,57.657567
-20147.573379,4,57.663566
9883.276606,3,57.668566
-5656.577505,5,57.676949
-5147.579131,4,57.683945
-5079.856779,3,57.688944
-5607.582128,4,57.694949
-5607.581539,4,57.701115
9343.419326,5,57.709461
411.151669,4,57.714459
343.438924,5,57.720981
883.284181,3,57.726571
9460.144287,3,57.731569
374.286322,4,57.737569
411.168736,4,57.74785
392.425312,4,57.75385
-5539.85242,3,57.759477
-5588.852481,4,57.765477
883.286733,3,57.770477
343.440403,5,57.778625
-5656.569917,5,57.786625
9343.421421,5,57.794961
9411.148444,4,57.800963
-5539.859235,3,57.806093
9423.274191,3,57.810602
-5539.852357,3,57.81461
-5147.580633,4,57.821119
374.297202,4,57.82818
9343.411555,5,57.836185
-5625.716426,4,57.842971
343.441333,5,57.850978
423.277909,3,57.859233
343.43466,5,57.867229
-5625.72515,4,57.87348
-5656.576681,5,57.880916
-5656.57582,5,57.888449
343.429205,5,57.896616
343.452116,5,57.903616
374.28483,4,57.910734
-5625.724995,4,57.917244
374.289881,4,57.923241
-5539.858554,3,57.929241
-5147.584519,4,57.934241
852.438501,4,57.940241
9901.414334,3,57.945241
9411.150079,4,57.951241
-5557.997059,3,57.955241
442.014051,3,57.961241
-20147.577087,4,57.970528
852.427991,4,57.977528
-5557.996323,3,57.981815
343.438246,5,57.990811
343.435341,5,57.999896
-5098.58111,3,58.004899
-5147.586125,4,58.01196
343.439256,5,58.019468
-5607.576321,4,58.025645
9460.144234,3,58.040408
-20656.567655,5,58.048404
343.434421,5,58.056403
-5539.855893,3,58.060469
-5079.854363,3,58.065467
-5116.727131,3,58.070466
-5576.726119,3,58.078468
-20656.556094,5,58.086467
-5588.852754,4,58.092477
-5098.587022,3,58.097475
-5588.848944,4,58.103477
-5607.581283,4,58.110477
920.169362,3,58.114478
374.297286,4,58.120985
-5656.574577,5,58.128984
-5656.571575,5,58.136985
343.446331,5,58.144984
343.428122,5,58.152985
9392.41936,4,58.159984
-5588.848506,4,58.165984
852.439098,4,58.171984
-5607.584217,4,58.178984
-5576.716733,3,58.186985
392.42922,4,58.193985
343.426006,5,58.201988
-5116.722918,3,58.207989
9460.144287,3,58.212989
9343.423689,5,58.220495
374.28076,4,58.227495
343.456139,5,58.235495
343.424318,5,58.243222
-20656.557731,5,58.25165
-5656.575084,5,58.260786
9442.005398,3,58.265782
-5098.587698,3,58.270782
-5557.988523,3,58.275871
343.453556,5,58.283871
9442.003327,3,58.288871
-5147.576987,4,58.297873
374.288682,4,58.30488
-5656.581273,5,58.31288
-5116.728496,3,58.317398
460.151478,3,58.322398
-5576.729578,3,58.327497
9374.272092,4,58.332511
-5557.996872,3,58.336511
392.424437,4,58.342615
-5079.854648,3,58.347612
-5588.84602,4,58.353612
-5557.997444,3,58.358614
-5539.856659,3,58.363612
343.439068,5,58.369612
-5656.582602,5,58.377735
9392.421644,4,58.384113
343.440423,5,58.392541
-5539.857602,3,58.397544
-5079.849947,3,58.406038
-5625.722122,4,58.413211
-5116.726331,3,58.418016
852.434141,4,58.424015
-5656.577359,5,58.43302
-5656.573049,5,58.440127
343.430927,5,58.447415
343.439782,5,58.454414
-5656.574662,5,58.46259
-5116.724105,3,58.466687
9343.424011,5,58.473689
-5557.998009,3,58.477937
-5098.589354,3,58.483069
-5656.57844,5,58.491076
-5079.858192,3,58.49614
-5656.582378,5,58.504144
-5079.857396,3,58.512147
-5098.58433,3,58.516146
9374.273593,4,58.52066
343.44098,5,58.528661
9901.41379,3,58.53266
883.27974,3,58.53666
343.425864,5,58.544661
-5147.582689,4,58.551661
-5656.578921,5,58.55966
-5607.578861,4,58.565658
-5576.725048,3,58.570661
392.427587,4,58.577838
343.427101,5,58.584838
-5098.58471,3,58.589838
343.430411,5,58.597838
-5079.857517,3,58.602841
-5098.587194,3,58.607846
-5079.857807,3,58.612845
343.472755,5,58.623357
920.162074,3,58.629358
9392.416545,4,58.635357
374.285673,4,58.641357
-5656.576314,5,58.649357
-5147.58364,4,58.655357
-5079.854921,3,58.660357
9852.419313,4,58.666357
-5576.722502,3,58.671357
-20656.556547,5,58.679357
343.446331,5,58.686526
-5098.586653,3,58.691579
-5539.858932,3,58.696574
343.424648,5,58.705577
9460.143419,3,58.710578
343.466978,5,58.719089
9901.412678,3,58.725096
-5656.571919,5,58.736592
-5147.58138,4,58.743592
-5607.583658,4,58.750005
9852.418076,4,58.756003
852.427136,4,58.763003
-5656.579367,5,58.769003
-5079.857979,3,58.774004
343.445032,5,58.782147
-5607.580016,4,58.788147
-5116.723082,3,58.793253
-5557.998204,3,58.798252
852.425665,4,58.804258
9442.003116,3,58.80937
-5116.724746,3,58.814789
-5539.856623,3,58.819305
411.154565,4,58.825943
-5147.579825,4,58.831952
-5656.583667,5,58.84296
-5656.586322,5,58.850993
-5147.58166,4,58.858211
-5656.575656,5,58.866358
9423.279241,3,58.870358
9901.413355,3,58.876017
-5098.587192,3,58.881016
852.440516,4,58.887385
9883.275684,3,58.892661
-5116.727607,3,58.898658
9374.28064,4,58.904663
9460.142222,3,58.910125
343.544751,5,58.917635
411.157156,4,58.923767
-5116.723862,3,58.928767
901.41895,3,58.932772
9920.144773,3,58.937767
901.431695,3,58.942767
-5147.580146,4,58.951779
-5079.851484,3,58.957289
411.163952,4,58.964704
-5539.857159,3,58.969713
374.298156,4,58.975312
-5656.568689,5,58.984002
9343.423443,5,58.990134
-5588.851468,4,58.997576
852.426134,4,59.003578
343.427775,5,59.011581
460.157114,3,59.015578
343.444351,5,59.024086
-5079.856608,3,59.029086
9852.421585,4,59.035086
9411.144632,4,59.042086
442.015804,3,59.047086
343.430284,5,59.054086
-5539.856364,3,59.062849
-20656.555224,5,59.069849
-5079.849191,3,59.075851
343.420992,5,59.083849
-5079.856912,3,59.087849
343.455047,5,59.095849
9901.412362,3,59.100849
-5656.576151,5,59.108852
392.423188,4,59.114852
-5656.577369,5,59.123475
-5079.857754,3,59.128477
-5098.587836,3,59.132476
883.285898,3,59.137475
852.422499,4,59.143601
-5607.582555,4,59.148601
9852.421097,4,59.1536
343.43493,5,59.162724
9883.272936,3,59.170727
343.443169,5,59.178723
-5625.718254,4,59.184723
9343.426944,5,59.192724
-5079.856653,3,59.197724
-5588.849958,4,59.20389
-5656.584177,5,59.211997
-5147.581366,4,59.21868
9883.275578,3,59.223115
-5656.579187,5,59.230787
-5116.727316,3,59.234787
852.44127,4,59.240792
-5079.855868,3,59.245863
-5588.847357,4,59.251863
374.286527,4,59.258864
883.280445,3,59.263926
-5625.720157,4,59.269926
9460.143031,3,59.27843
343.447422,5,59.286436
411.161648,4,59.293972
852.42473,4,59.29997
343.45681,5,59.307634
442.011684,3,59.312634
-5588.855107,4,59.319143
-5656.574602,5,59.327159
-5539.856759,3,59.332158
-5588.854995,4,59.338158
-5147.586752,4,59.344553
-5588.849821,4,59.351549
-5116.725475,3,59.355551
901.424285,3,59.360953
-5147.585184,4,59.366952
-5116.725175,3,59.371953
343.434009,5,59.380106
852.423263,4,59.389103
343.429431,5,59.397102
374.283534,4,59.403627
-20607.576132,4,59.415651
374.302227,4,59.421161
-5147.578923,4,59.427026
-5147.575741,4,59.433134
343.443875,5,59.441163
-5588.854351,4,59.448419
9423.275125,3,59.45242
9343.417214,5,59.460559
-5607.583081,4,59.466559
-5147.582117,4,59.472714
-5576.723926,3,59.477839
-5625.721816,4,59.484838
-5079.856676,3,59.488841
343.451381,5,59.500023
-5539.858256,3,59.505028
374.301171,4,59.511166
852.437193,4,59.517673
411.156373,4,59.523678
-5116.719922,3,59.528989
423.290712,3,59.53299
9460.142795,3,59.536989
-20588.838873,4,59.54408
-5098.584331,3,59.549127
-20656.566637,5,59.557648
411.153895,4,59.563871
-5656.578853,5,59.571871
852.430215,4,59.578159
-20656.562665,5,59.586159
343.450027,5,59.594629
-5539.854193,3,59.598629
-5539.857034,3,59.606786
-5576.728048,3,59.611924
411.172219,4,59.618721
-5656.57231,5,59.62616
9374.27744,4,59.632159
852.443229,4,59.638159
343.451069,5,59.646276
-5576.724909,3,59.651276
-5656.578175,5,59.659399
-5147.585213,4,59.665412
-5147.578402,4,59.671407
374.28151,4,59.67841
343.430955,5,59.686544
343.427033,5,59.694659
9920.14717,3,59.699065
-5116.721927,3,59.704072
-5656.57481,5,59.716068
-5625.721677,4,59.721574
9901.417269,3,59.727577
852.434232,4,59.733574
343.42706,5,59.74158
9411.147287,4,59.748575
9343.426803,5,59.755691
9392.423348,4,59.763118
883.281935,3,59.768117
-5656.574824,5,59.775272
343.438331,5,59.783757
-5147.583048,4,59.78876
343.431859,5,59.797167
-5116.72258,3,59.802166
343.435261,5,59.809728
920.152065,3,59.813726
9852.4201,4,59.818233
-5656.574337,5,59.829419
-5098.580183,3,59.834419
-5656.574858,5,59.8419
-20656.570803,5,59.849899
392.424109,4,59.856002
-5539.85787,3,59.862017
9901.412972,3,59.867015
392.459732,4,59.873842
-5576.724233,3,59.878909
852.434255,4,59.884907
-5656.576246,5,59.893034
-5576.727943,3,59.898033
-5116.725375,3,59.903035
-5576.725656,3,59.907035
9343.424037,5,59.915035
852.423847,4,59.920542
-20116.690492,3,59.925542
-5147.57645,4,59.935542
343.440043,5,59.943741
-5539.856897,3,59.947833
-20656.563648,5,59.956296
-5656.578287,5,59.964722
-5557.997981,3,59.968722
-5116.724861,3,59.973866
-5656.572452,5,62.410806
9852.421439,4,62.417804
-5079.856754,3,62.422317
343.433072,5,62.430374
343.43249,5,62.440374
9374.27845,4,62.448374
343.445062,5,62.456376
-5098.588076,3,62.461539
343.466862,5,62.469678
411.150364,4,62.476807
9343.424189,5,62.484807
-5539.857829,3,62.488967
901.42448,3,62.495479
-5588.850297,4,62.501567
-5098.584655,3,62.505695
343.440033,5,62.514713
343.442175,5,62.522223
374.288416,4,62.529356
-20656.548964,5,62.537355
-5588.849681,4,62.544529
9442.002586,3,62.551529
-5116.725333,3,62.55653
852.431531,4,62.563649
-5147.58382,4,62.569648
343.425782,5,62.577804
374.299701,4,62.583802
-5588.850915,4,62.590809
-5147.579358,4,62.597083
-5656.581996,5,62.605087
-5116.725264,3,62.609412
883.284581,3,62.614412
-5147.577471,4,62.620918
9392.420449,4,62.626918
-5588.847891,4,62.633918
-5607.578394,4,62.639918
852.448558,4,62.645918
-5588.854827,4,62.652918
-5557.993661,3,62.660918
343.449085,5,62.667919
-5539.854506,3,62.673235
343.43873,5,62.681234
9901.416165,3,62.685234
392.423298,4,62.693234
343.428852,5,62.701234
9442.004398,3,62.706237
9423.274163,3,62.712237
392.426576,4,62.718237
9374.273484,4,62.725787
343.426303,5,62.733792
-5098.589434,3,62.737792
-5656.581351,5,62.746183
-5098.586823,3,62.751183
-5656.58042,5,62.759184
-5625.717409,4,62.768183
9852.415768,4,62.774366
343.433157,5,62.783366
-5625.717306,4,62.789366
-5147.582123,4,62.79651
9343.413212,5,62.804509
-5079.852702,3,62.809512
-5625.722602,4,62.815511
9374.275153,4,62.822019
-20656.566686,5,62.830018
-20656.569686,5,62.838229
-5539.846483,3,62.844457
-5147.581955,4,62.850462
-5079.856686,3,62.855585
-20656.558263,5,62.863752
-20656.563706,5,62.873991
-5656.577472,5,62.883011
-5576.725318,3,62.887012
-5098.58541,3,62.89201
9423.280209,3,62.897011
9460.144252,3,62.902011
-20656.572035,5,62.909437
343.428174,5,62.917441
392.455714,4,62.924376
-5625.722646,4,62.930651
-5607.585605,4,62.935651
-5147.58295,4,62.942652
343.437159,5,62.950661
9392.416785,4,62.956663
-5607.582674,4,62.96367
-5588.851132,4,62.96867
9423.276967,3,62.972673
-5656.569495,5,62.983738
343.434967,5,62.993366
-5557.995615,3,62.998516
343.432907,5,63.006518
9883.27558,3,63.01152
-5079.853666,3,63.016518
374.290586,4,63.022025
-5607.582702,4,63.029025
-5576.727473,3,63.033026
343.425575,5,63.041028
-5656.579591,5,63.049029
-5098.586927,3,63.054029
-5098.580179,3,63.059028
-5607.579976,4,63.065026
9920.149283,3,63.070025
901.42172,3,63.075026
-5656.577956,5,63.083025
-5607.58019,4,63.092026
-5098.580757,3,63.097026
-5588.850105,4,63.104026
-5539.849695,3,63.10903
9460.141972,3,63.114028
-5557.999372,3,63.119028
-5625.714889,4,63.125534
343.427349,5,63.133534
343.429751,5,63.140534
-5079.857478,3,63.146534
-5656.572408,5,63.153643
-5656.579292,5,63.162015
-5656.57916,5,63.169016
-5588.848775,4,63.176015
-5147.582084,4,63.182015
-20607.574906,4,63.188014
-20656.558689,5,63.195015
-20116.715944,3,63.203078
343.430273,5,63.211283
-5656.577369,5,63.218585
-5588.852866,4,63.224252
-5098.589078,3,63.229245
-5557.998214,3,63.234245
-5656.577658,5,63.241251
-5656.581126,5,63.249619
343.450158,5,63.257621
9423.274583,3,63.263165
-5576.72496,3,63.268164
343.429102,5,63.276167
-5607.586334,4,63.281164
-5079.850783,3,63.285164
411.16586,4,63.290308
423.280032,3,63.294664
343.438658,5,63.302664
-20656.564895,5,63.314316
-5557.993441,3,63.318316
9423.276385,3,63.323833
-5576.726616,3,63.328364
9343.419523,5,63.336365
-5656.578737,5,63.344984
-20079.851363,3,63.34898
343.437787,5,63.356527
343.433895,5,63.365524
343.426908,5,63.37352
-5147.585585,4,63.38052
392.42589,4,63.38652
423.283708,3,63.391521
-5147.58699,4,63.39752
343.434256,5,63.405523
-5656.571543,5,63.413523
-5576.725754,3,63.42203
-5098.587396,3,63.427031
-5557.988988,3,63.431031
-5147.583862,4,63.437031
9852.416169,4,63.443591
9411.14571,4,63.450586
-5557.991663,3,63.455591
392.440091,4,63.462673
343.461472,5,63.470118
852.458673,4,63.477124
343.430535,5,63.485809
-5098.583315,3,63.495
-20656.551894,5,63.503
343.432912,5,63.511127
-5607.571817,4,63.516127
9411.145183,4,63.522644
411.160253,4,63.530921
374.287413,4,63.536922
-20656.569236,5,63.544481
-5539.856425,3,63.549489
9901.412852,3,63.55449
920.153646,3,63.559489
852.431482,4,63.565489
411.153121,4,63.57149
-5607.577342,4,63.578488
-5656.582644,5,63.58649
9411.142796,4,63.592493
343.429039,5,63.600489
411.158383,4,63.606819
-5079.85668,3,63.612243
-20656.560407,5,63.619242
9852.424095,4,63.626922
9460.144279,3,63.630923
-20656.57485,5,63.642213
374.304431,4,63.649254
374.281334,4,63.655702
9343.414955,5,63.663712
-5588.856856,4,63.670712
-5147.581635,4,63.676966
883.27753,3,63.681964
-5656.583343,5,63.68927
392.423682,4,63.695856
-5098.588848,3,63.700317
-5625.721995,4,63.707463
-5576.724459,3,63.712457
343.429728,5,63.719564
-5539.857213,3,63.724191
883.278757,3,63.729519
920.153536,3,63.73452
-5607.580341,4,63.740519
-5607.582956,4,63.750624
-5656.570975,5,63.758623
852.423747,4,63.764623
901.421716,3,63.769623
-5576.725579,3,63.774629
343.449768,5,63.781624
-5576.728855,3,63.785624
9411.150494,4,63.791623
343.428712,5,63.797624
-5656.572062,5,63.804624
-5656.562996,5,63.811484
-5607.579076,4,63.817486
-5116.725716,3,63.822994
9411.148188,4,63.829412
343.425564,5,63.837412
374.292079,4,63.843638
-20147.57803,4,63.850656
374.282576,4,63.859699
-20147.568471,4,63.866701
343.425181,5,63.87435
-5539.857076,3,63.879349
392.423767,4,63.886349
343.438209,5,63.893934
-5079.8528,3,63.898932
-20656.558583,5,63.906937
374.294045,4,63.911937
-5098.584167,3,63.915937
411.156478,4,63.921441
852.421634,4,63.92835
-5539.855119,3,63.93335
-5147.580508,4,63.939349
-20098.580921,3,63.944349
343.433257,5,63.951349
-5079.851673,3,63.956352
392.427212,4,63.963501
-5588.852545,4,63.972504
883.290042,3,63.977504
9460.141818,3,63.982502
-5607.581141,4,63.9875
9901.413905,3,63.99262
-5576.725758,3,63.997623
